ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	log2FC	Label2	Imputed.FDR
P22102	GART	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]		'de novo' AMP biosynthetic process [GO:0044208]; 'de novo' IMP biosynthetic process [GO:0006189]; 'de novo' XMP biosynthetic process [GO:0097294]; adenine biosynthetic process [GO:0046084]; brainstem development [GO:0003360]; cerebellum development [GO:0021549]; cerebral cortex development [GO:0021987]; glycine metabolic process [GO:0006544]; GMP biosynthetic process [GO:0006177]; purine nucleotide biosynthetic process [GO:0006164]; purine ribonucleoside monophosphate biosynthetic process [GO:0009168]; response to inorganic substance [GO:0010035]; response to organic substance [GO:0010033]; tetrahydrofolate biosynthetic process [GO:0046654]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; phosphoribosylformylglycinamidine cyclo-ligase activity [GO:0004641]; phosphoribosylglycinamide formyltransferase activity [GO:0004644]		P22102	0.0704446121588849	vital-individual	0.925277069202256
P22352	GPX3	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)	TISSUE SPECIFICITY: Secreted in plasma.	hydrogen peroxide catabolic process [GO:0042744]; response to lipid hydroperoxide [GO:0006982]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	glutathione peroxidase activity [GO:0004602]; identical protein binding [GO:0042802]; selenium binding [GO:0008430]	SUBCELLULAR LOCATION: Secreted.	P22352	-0.7877641116754242	vital-individual	0.9183332223358772
P22676	CALB2	Calretinin (CR) (29 kDa calbindin)	TISSUE SPECIFICITY: Brain.	regulation of long-term synaptic potentiation [GO:1900271]; regulation of presynaptic cytosolic calcium ion concentration [GO:0099509]	cytosol [GO:0005829]; dendrite [GO:0030425]; gap junction [GO:0005921]; nucleus [GO:0005634]; parallel fiber to Purkinje cell synapse [GO:0098688]; synapse [GO:0045202]; terminal bouton [GO:0043195]	calcium ion binding [GO:0005509]; calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration [GO:0099534]		P22676	-0.633239909214472	vital-individual	0.9183332223358772
P22897	MRC1	Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)		cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to type II interferon [GO:0071346]; receptor-mediated endocytosis [GO:0006898]	cell surface [GO:0009986]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]	cargo receptor activity [GO:0038024]; mannose binding [GO:0005537]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:20035344}; Single-pass type I membrane protein {ECO:0000269|PubMed:20035344}. Cell membrane {ECO:0000269|PubMed:20035344}; Single-pass type I membrane protein {ECO:0000269|PubMed:20035344}.	P22897	-0.517593994872335	vital-individual	0.9183332223358772
P23280	CA6	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase)	TISSUE SPECIFICITY: Major constituent of saliva.	detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; one-carbon metabolic process [GO:0006730]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	SUBCELLULAR LOCATION: Secreted.	P23280-2	-0.0369304719619526	vital-individual	0.998671808184512
P23284	PPIB	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP)		bone development [GO:0060348]; chaperone-mediated protein folding [GO:0061077]; neutrophil chemotaxis [GO:0030593]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation by host of viral process [GO:0044794]; positive regulation of multicellular organism growth [GO:0040018]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; protein stabilization [GO:0050821]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; intracellular membrane-bounded organelle [GO:0043231]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; smooth endoplasmic reticulum [GO:0005790]	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]; RNA polymerase binding [GO:0070063]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Virion {ECO:0000269|PubMed:20147391}. Note=(Microbial infection).; SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:1530944}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000269|PubMed:17081065}.	P23284	-0.5712022538404089	vital-individual	0.9183332223358772
P23381	WARS1	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Interferon-induced protein 53) (IFP53) (Tryptophanyl-tRNA synthetase) (TrpRS) (hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS]		angiogenesis [GO:0001525]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of protein kinase activity [GO:0006469]; positive regulation of gene expression [GO:0010628]; positive regulation of protein-containing complex assembly [GO:0031334]; regulation of angiogenesis [GO:0045765]; translation [GO:0006412]; tryptophanyl-tRNA aminoacylation [GO:0006436]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	ATP binding [GO:0005524]; kinase inhibitor activity [GO:0019210]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; tryptophan-tRNA ligase activity [GO:0004830]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.	P23381	-0.6351648776321049	vital-individual	0.942930609056024
P23396	RPS3	Small ribosomal subunit protein uS3 (40S ribosomal protein S3) (EC 4.2.99.18)		apoptotic process [GO:0006915]; base-excision repair [GO:0006284]; cell division [GO:0051301]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to reactive oxygen species [GO:0034614]; cellular response to tumor necrosis factor [GO:0071356]; chromosome segregation [GO:0007059]; cytoplasmic translation [GO:0002181]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of DNA repair [GO:0045738]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of translation [GO:0017148]; positive regulation of activated T cell proliferation [GO:0042104]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of base-excision repair [GO:1905053]; positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:2001272]; positive regulation of DNA repair [GO:0045739]; positive regulation of endodeoxyribonuclease activity [GO:0032079]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of microtubule polymerization [GO:0031116]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of T cell receptor signaling pathway [GO:0050862]; regulation of apoptotic process [GO:0042981]; response to TNF agonist [GO:0061481]; spindle assembly [GO:0051225]; translation [GO:0006412]; translational initiation [GO:0006413]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitotic spindle [GO:0072686]; NF-kappaB complex [GO:0071159]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; ruffle membrane [GO:0032587]	class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA binding [GO:0003677]; DNA endonuclease activity [GO:0004520]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; DNA-binding transcription factor binding [GO:0140297]; enzyme binding [GO:0019899]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; iron-sulfur cluster binding [GO:0051536]; kinase binding [GO:0019900]; microtubule binding [GO:0008017]; mRNA binding [GO:0003729]; oxidized purine DNA binding [GO:0032357]; oxidized pyrimidine DNA binding [GO:0032358]; protein kinase A binding [GO:0051018]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; supercoiled DNA binding [GO:0097100]; tubulin binding [GO:0015631]; ubiquitin-like protein conjugating enzyme binding [GO:0044390]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16314389, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:18045535, ECO:0000269|PubMed:20217897, ECO:0000269|PubMed:21871177, ECO:0000269|PubMed:23636399}. Nucleus {ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:18045535, ECO:0000269|PubMed:19460357, ECO:0000269|PubMed:20217897, ECO:0000269|PubMed:21871177}. Nucleus, nucleolus {ECO:0000269|PubMed:16314389, ECO:0000269|PubMed:19460357}. Mitochondrion inner membrane {ECO:0000269|PubMed:23911537}; Peripheral membrane protein {ECO:0000269|PubMed:23911537}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:23131551}. Note=In normal cells, located mainly in the cytoplasm with small amounts in the nucleus but translocates to the nucleus in cells undergoing apoptosis (By similarity). Nuclear translocation is induced by DNA damaging agents such as hydrogen peroxide (PubMed:17560175). Accumulates in the mitochondrion in response to increased ROS levels (PubMed:23911537). Localizes to the spindle during mitosis (PubMed:23131551). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). {ECO:0000250|UniProtKB:P62908, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:17560175, ECO:0000269|PubMed:23131551, ECO:0000269|PubMed:23911537}.	P23396	0.330118100640654	vital-individual	0.9183332223358772
P23528	CFL1	Cofilin-1 (18 kDa phosphoprotein) (p18) (Cofilin, non-muscle isoform)	TISSUE SPECIFICITY: Widely distributed in various tissues.	actin cytoskeleton organization [GO:0030036]; actin filament depolymerization [GO:0030042]; actin filament fragmentation [GO:0030043]; actin filament severing [GO:0051014]; cytoskeleton organization [GO:0007010]; establishment of spindle localization [GO:0051293]; mitotic cytokinesis [GO:0000281]; negative regulation of apoptotic process [GO:0043066]; positive regulation by host of viral process [GO:0044794]; positive regulation of embryonic development [GO:0040019]; regulation of cell morphogenesis [GO:0022604]; regulation of dendritic spine morphogenesis [GO:0061001]; response to virus [GO:0009615]; Rho protein signal transduction [GO:0007266]	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; ruffle membrane [GO:0032587]; vesicle [GO:0031982]	actin filament binding [GO:0051015]	SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:15580268}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15580268}. Cell projection, ruffle membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:15580268}; Peripheral membrane protein {ECO:0000269|PubMed:15580268}; Cytoplasmic side {ECO:0000269|PubMed:15580268}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:P18760}. Cell projection, growth cone {ECO:0000250|UniProtKB:P18760}. Cell projection, axon {ECO:0000250|UniProtKB:P18760}. Note=Colocalizes with the actin cytoskeleton in membrane ruffles and lamellipodia. Detected at the cleavage furrow and contractile ring during cytokinesis. Almost completely in nucleus in cells exposed to heat shock or 10% dimethyl sulfoxide.	P23528	1.21147596550865	vital-individual	0.9183332223358772
P24158	PRTN3	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	TISSUE SPECIFICITY: Expressed in polymorphonuclear leukocytes (at protein level) (PubMed:2033050, PubMed:7897245, PubMed:3198760). Expressed in neutrophils (at protein level) (PubMed:28240246, PubMed:18462208, PubMed:21193407, PubMed:22266279, PubMed:17244676). Expressed in differentiating neutrophils (PubMed:18462208). {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:2033050, ECO:0000269|PubMed:21193407, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246, ECO:0000269|PubMed:3198760, ECO:0000269|PubMed:7897245}.	antimicrobial humoral response [GO:0019730]; cell-cell junction maintenance [GO:0045217]; collagen catabolic process [GO:0030574]; mature conventional dendritic cell differentiation [GO:0097029]; membrane protein ectodomain proteolysis [GO:0006509]; negative regulation of phagocytosis [GO:0050765]; neutrophil extravasation [GO:0072672]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of GTPase activity [GO:0043547]; proteolysis [GO:0006508]	azurophil granule lumen [GO:0035578]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]	enzyme binding [GO:0019899]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; signaling receptor binding [GO:0005102]	SUBCELLULAR LOCATION: Cytoplasmic granule {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:2033050, ECO:0000269|PubMed:3198760, ECO:0000269|PubMed:7897245, ECO:0000305|PubMed:17244676}. Secreted {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:28240246}. Cell membrane {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}; Peripheral membrane protein {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}; Extracellular side {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}. Membrane raft {ECO:0000269|PubMed:21193407}; Peripheral membrane protein {ECO:0000269|PubMed:21193407}; Extracellular side {ECO:0000269|PubMed:21193407}. Note=Localizes predominantly to azurophil granules (primary secretory granules) in neutrophils (PubMed:2033050, PubMed:3198760, PubMed:7897245, PubMed:18462208). Secreted upon neutrophil stimulation by TNF-alpha, lipopolysaccharide (LPS), fMLP and CXCL8/IL8 or during neutrophil transmigration (PubMed:22266279, PubMed:28240246). Following secretion tethered to the cell membrane by CD177 (PubMed:18462208, PubMed:22266279). {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:2033050, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246, ECO:0000269|PubMed:3198760, ECO:0000269|PubMed:7897245}.	P24158	1.1265918011525602	vital-individual	0.9183332223358772
