ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
Q2I0M4	LRRC26	Leucine-rich repeat-containing protein 26 (BK channel auxiliary gamma subunit LRRC26) (Cytokeratin-associated protein in cancer)	TISSUE SPECIFICITY: Isoform 1 is expressed highly in normal prostate and salivary gland, very weakly in colon, pancreas, and intestine, and not at all in other tissues. Isoform 1 is expressed highly in many cancer cell lines and in breast cancer, pancreatic cancer and colon cancer. Isoform 2 is expressed in cancer cell lines. {ECO:0000269|PubMed:16585525, ECO:0000269|PubMed:19250639}.	positive regulation of voltage-gated potassium channel activity [GO:1903818]; potassium ion transmembrane transport [GO:0071805]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]	potassium channel activator activity [GO:0099104]; potassium channel regulator activity [GO:0015459]; transmembrane transporter binding [GO:0044325]; voltage-gated potassium channel activity [GO:0005249]	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm, cytoskeleton. Note=Localizes to the cytoplasm when expressed at high levels. {ECO:0000269|PubMed:15164053}.	Q2I0M4	583866.0625000079	909785.6875000154		642882.249999985		886684.7499999711	1096283.5000000105		1087103.6249999611	555781.6874999861	527766.5000000055		375319.7500000083
Q2TAA5	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)		dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; oligosaccharide-lipid intermediate biosynthetic process [GO:0006490]; protein N-linked glycosylation [GO:0006487]	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]	alpha-1,2-mannosyltransferase activity [GO:0000026]; GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:20080937}; Single-pass membrane protein {ECO:0000250|UniProtKB:P53954}.	Q2TAA5	65658.70311999957		120337.60940000134							102864.24219999903	135166.99999999764		
Q30154	HLA-DRB5	HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5)		adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of immune response [GO:0050778]; positive regulation of T cell activation [GO:0050870]	clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]	MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Lysosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000269|PubMed:18305173, ECO:0000305}. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.	Q30154	196823.4062000005									1247558.0000000077	1151671.8749999602		1043359.625000036
Q53GQ0	HSD17B12	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 1)	TISSUE SPECIFICITY: Expressed in most tissues tested. Highly expressed in the ovary and mammary. Expressed in platelets. {ECO:0000269|PubMed:12482854, ECO:0000269|PubMed:16113833, ECO:0000269|PubMed:16166196}.	estrogen biosynthetic process [GO:0006703]; extracellular matrix organization [GO:0030198]; fatty acid elongation, saturated fatty acid [GO:0019367]; long-chain fatty-acyl-CoA biosynthetic process [GO:0035338]; positive regulation of cell-substrate adhesion [GO:0010811]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular matrix [GO:0031012]; fatty acid elongase complex [GO:0009923]	collagen binding [GO:0005518]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; fibronectin binding [GO:0001968]; heparin binding [GO:0008201]; oxidoreductase activity [GO:0016491]; very-long-chain 3-oxoacyl-CoA reductase activity [GO:0141040]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12482854}; Multi-pass membrane protein {ECO:0000269|PubMed:12482854}.	Q53GQ0	1097638.2899500737		1422713.131402223						900946.7613455846	1314553.3749999946	1554218.1026478286	1363221.3980007411	1174585.3228025236
Q562R1	ACTBL2	Beta-actin-like protein 2 (Kappa-actin)		axonogenesis [GO:0007409]; cell motility [GO:0048870]	actin filament [GO:0005884]; axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; NuA4 histone acetyltransferase complex [GO:0035267]	ATP binding [GO:0005524]; protein kinase binding [GO:0019901]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.	Q562R1	39145415.178498514	41129417.04823393	62451951.21249301	50404162.03450924	22597264.893545903	55214111.48825418				92414899.4601522	82676273.59605138	83550412.13079832	84684353.17510252
Q58FF8	HSP90AB2P	Putative heat shock protein HSP 90-beta 2 (Heat shock protein 90-beta b) (Heat shock protein 90Bb)		cellular response to heat [GO:0034605]; protein folding [GO:0006457]; protein stabilization [GO:0050821]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; disordered domain specific binding [GO:0097718]; unfolded protein binding [GO:0051082]	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Q58FF8		1557178.9999999553	1841678.4999999397			1092647.9999999856		1131133.9999999676	1302245.2500000426		2153121.249999996		1766065.1249999811
Q5JU69	TOR2A	Torsin-2A (Torsin family 2 member A) (Torsin-related protein 1)	TISSUE SPECIFICITY: Isoform 1 is expressed ubiquitously, except in cardiac and endothelial tissues. {ECO:0000269|PubMed:12910263}.	chaperone cofactor-dependent protein refolding [GO:0051085]	endoplasmic reticulum lumen [GO:0005788]; nuclear envelope [GO:0005635]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250}.	Q5JU69	462018.59379998775	467026.5625000082	333201.93749999616	1108593.0000000305	616163.0625000111	932840.9999999868			650488.3750000227	331184.8749999978		191985.5938000038	
Q5R3I4	TTC38	Tetratricopeptide repeat protein 38 (TPR repeat protein 38)			extracellular exosome [GO:0070062]			Q5R3I4										170041.01559999713	90171.60937999727		
Q5TEC6	H3-7	Histone H3-7			nucleoplasm [GO:0005654]; nucleosome [GO:0000786]; nucleus [GO:0005634]	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; structural constituent of chromatin [GO:0030527]	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome {ECO:0000305}.	Q5TEC6											877180.06250001	822229.1875000068	
Q68D85	NCR3LG1	Natural cytotoxicity triggering receptor 3 ligand 1 (B7 homolog 6) (B7-H6)	TISSUE SPECIFICITY: Not detected in any normal tissue tested. Expressed at the surface of several tumor cell lines including T and B-lymphomas, myeloid leukemias, melanomas, carcinomas and large T SV40 antigen-transformed cells (at protein level). {ECO:0000269|PubMed:19528259}.	antibacterial humoral response [GO:0019731]; complement activation, classical pathway [GO:0006958]	immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19528259}; Single-pass type I membrane protein {ECO:0000269|PubMed:19528259}.	Q68D85	584541.3764956377	748836.9613095772		1306153.9325165653	896634.3287331742	1223634.3017214087		966706.040684482	1297135.4363245869	426465.10112739744	399576.0307865752	638777.7662716904	
Q6DD88	ATL3	Atlastin-3 (EC 3.6.5.-)	TISSUE SPECIFICITY: Expressed in the central nervous system and in dorsal root ganglia neurons. Expressed in peripheral tissues (at protein level). {ECO:0000269|PubMed:18270207, ECO:0000269|PubMed:24459106}.	endoplasmic reticulum organization [GO:0007029]; Golgi organization [GO:0007030]; positive regulation of endoplasmic reticulum tubular network organization [GO:1903373]; protein homooligomerization [GO:0051260]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum tubular network [GO:0071782]; endoplasmic reticulum tubular network membrane [GO:0098826]; membrane [GO:0016020]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18270207, ECO:0000269|PubMed:24459106, ECO:0000269|PubMed:27619977}; Multi-pass membrane protein {ECO:0000269|PubMed:18270207, ECO:0000269|PubMed:24459106}. Note=Localizes to endoplasmic reticulum tubules and accumulates in punctuate structures corresponding to 3-way junctions, which represent crossing-points at which the tubules build a polygonal network. {ECO:0000269|PubMed:23969831, ECO:0000269|PubMed:24459106, ECO:0000269|PubMed:27619977}.	Q6DD88	201188.71559931184		408384.72644405							283496.9984321151	436945.437639664		298527.08562750416
Q6IAN0	DHRS7B	Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1) (Protein SDR32C1)		adipose tissue development [GO:0060612]; brown fat cell differentiation [GO:0050873]; ether lipid biosynthetic process [GO:0008611]; inflammatory response [GO:0006954]; neutrophil differentiation [GO:0030223]; phosphatidylcholine biosynthetic process [GO:0006656]; regulation of cold-induced thermogenesis [GO:0120161]	endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisomal membrane [GO:0005778]; transcription regulator complex [GO:0005667]	acylglycerone-phosphate reductase activity [GO:0000140]; DNA-binding transcription factor binding [GO:0140297]; transcription corepressor activity [GO:0003714]	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q5RJY4}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q5RJY4}.	Q6IAN0	300979.7499999994		362074.5624999922							517475.5937999941	494784.5624999907		
Q6IBS0	TWF2	Twinfilin-2 (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein)	TISSUE SPECIFICITY: Ubiquitously expressed (at protein level). {ECO:0000269|PubMed:10406962}.	actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; cell projection organization [GO:0030030]; cellular response to growth factor stimulus [GO:0071363]; cellular response to retinoic acid [GO:0071300]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of axon extension [GO:0045773]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of neuron projection development [GO:0010976]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of lamellipodium assembly [GO:0010591]; regulation of microvillus length [GO:0032532]; sequestering of actin monomers [GO:0042989]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; myofibril [GO:0030016]; perinuclear region of cytoplasm [GO:0048471]; stereocilium [GO:0032420]	actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein kinase C binding [GO:0005080]; RNA binding [GO:0003723]	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10406962}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:10406962}. Cell projection, stereocilium {ECO:0000250}. Note=Perinuclear and G-actin-rich cortical actin structure sublocalization.	Q6IBS0						607517.7886760699				1037049.2842623407	759287.7313680882	862004.001190563	613601.0162425736
Q6NVY1	HIBCH	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	TISSUE SPECIFICITY: Highly expressed in liver and kidney, also detected in heart, muscle and brain (at protein level). Not detected in lung. {ECO:0000269|PubMed:8824301}.	branched-chain amino acid catabolic process [GO:0009083]; valine catabolic process [GO:0006574]	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	3-hydroxyisobutyryl-CoA hydrolase activity [GO:0003860]	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.	Q6NVY1			304760.00000000605							174056.98440000205	123451.66410000308		60398.22656000042
Q6PCB0	VWA1	von Willebrand factor A domain-containing protein 1		behavioral response to pain [GO:0048266]; extracellular matrix organization [GO:0030198]; protein homooligomerization [GO:0051260]	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; interstitial matrix [GO:0005614]	microfibril binding [GO:0050436]; protein homodimerization activity [GO:0042803]	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix, basement membrane {ECO:0000250|UniProtKB:Q8R2Z5}.	Q6PCB0	1181731.0666091032	376889.1140546069	685872.5298713846	757317.1301790478	740805.4118176161	654480.2663943885		395836.708788115	559055.7055320131	681884.9610329617	793488.688976954	606435.0301373507	757496.9584985267
Q6UWW8	CES3	Carboxylesterase 3 (EC 3.1.1.1) (Liver carboxylesterase 31 homolog)	TISSUE SPECIFICITY: Expressed in liver, colon and small intestine. {ECO:0000269|PubMed:14581373, ECO:0000269|PubMed:15100172, ECO:0000269|PubMed:15687373}.	low-density lipoprotein particle clearance [GO:0034383]; xenobiotic metabolic process [GO:0006805]	cytosol [GO:0005829]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]	carboxylesterase activity [GO:0106435]; carboxylic ester hydrolase activity [GO:0052689]	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250}.	Q6UWW8		916640.9375000036	724241.000000008		613057.9999999965	954546.4999999736			548099.124999989	394171.093800007			
Q6UX06	OLFM4	Olfactomedin-4 (OLM4) (Antiapoptotic protein GW112) (G-CSF-stimulated clone 1 protein) (hGC-1) (hOLfD)	TISSUE SPECIFICITY: Expressed during myeloid lineage development. Much higher expression in bone marrow neutrophils than in peripheral blood neutrophils (at protein level). Strongly expressed in the prostate, small intestine and colon and moderately expressed in the bone marrow and stomach. Overexpressed in some pancreatic cancer tissues. {ECO:0000269|PubMed:11867215, ECO:0000269|PubMed:16566923, ECO:0000269|PubMed:17270022, ECO:0000269|PubMed:20724538}.	cell adhesion [GO:0007155]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; signal transduction [GO:0007165]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intercellular bridge [GO:0045171]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; specific granule [GO:0042581]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	cadherin binding [GO:0045296]; structural molecule activity [GO:0005198]	SUBCELLULAR LOCATION: Secreted, extracellular space. Mitochondrion. Note=Subcellular location is not clearly defined: has been shown to be secreted (PubMed:16566923), but also in the mitochondrion (PubMed:15059901, PubMed:20724538), cytoplasm and plasma membrane (PubMed:20724538) and in the nucleus (PubMed:15059901). {ECO:0000269|PubMed:15059901, ECO:0000269|PubMed:16566923, ECO:0000269|PubMed:20724538}.	Q6UX06	257658.32593073868		2099228.57952604							913617.5183483574	1056479.292189542	566750.3324754525	897327.4606561197
Q6UXA7	C6orf15	Uncharacterized protein C6orf15 (Protein STG)	TISSUE SPECIFICITY: Expressed in skin and tonsils. {ECO:0000269|PubMed:15217361}.	extracellular matrix organization [GO:0030198]	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	Q6UXA7		4306172.099635283		5731799.423963306		2555388.787192998	2125043.973528939		1478577.2216608897	1571069.1674181605	1951348.8434670533		946696.6057922228
